0,1,2,3
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
0.30000013,-1.1920929e-07,0.58618003,100.0
